bait_uniprot	bait_symbol	bait_usage
Q6FHM2	GNB2	2
Q6FHN3	NME2	1
Q6FHV6	ENO2	1
Q6FI13	H2AC19	1
Q6FI35	NA	2
Q6FI81	CIAPIN1	6
Q6FI91	NA	2
Q6FIE9	TOLLIP	1
Q6FIF0	ZFAND6	3
Q6FII1	GSTK1	2
Q6GMV2	SMYD5	1
Q6GMV3	PTRHD1	1
Q6GMX4	NA	1
Q6GPH4	XAF1	1
Q6GPH6	ITPRIPL1	3
Q6GPI1	CTRB2	1
Q6GQQ9	OTUD7B	3
Q6GTX8	LAIR1	1
Q6GZ88	NA	1
Q6H3X3	RAET1G	2
Q6H9L7	ISM2	1
Q6HA08	ASTL	2
Q6I9S7	CXCL5	1
Q6I9Y2	THOC7	3
Q6IA17	SIGIRR	1
Q6IA69	NADSYN1	2
Q6IA86	ELP2	2
Q6IA98	NA	1
Q6IAA8	LAMTOR1	6
Q6IAI7	NA	1
Q6IAL2	NA	1
Q6IAM7	NA	1
Q6IAQ1	LYPLA1	1
Q6IAR4	NA	1
Q6IAV4	CDK2AP2	2
Q6IAW1	GABARAP	1
Q6IAW5	CALU	1
Q6IAX9	NA	1
Q6IB11	PGRMC1	1
Q6IB29	EBNA1BP2	1
Q6IB77	GLYAT	3
Q6IB98	EIF3H	1
Q6IBB0	NA	1
Q6IBC8	BTG1	1
Q6IBD0	NA	1
Q6IBM8	NA	1
Q6IBR0	NA	1
Q6IBS0	TWF2	4
Q6IBT1	NA	1
Q6IBW4	NCAPH2	5
Q6ICB0	DESI1	1
Q6ICB4	PHETA2	3
Q6ICG6	KIAA0930	2
Q6ICG8	WBP2NL	2
Q6ICL3	TANGO2	1
Q6ICL7	SLC35E4	1
Q6ICN0	NA	1
Q6ICP4	RHOH	1
Q6IE81	JADE1	4
Q6IF63	OR52W1	1
Q6IMN6	CAPRIN2	3
Q6IN51	NA	2
Q6IN84	MRM1	4
Q6IN85	PPP4R3A	5
Q6IPC0	NA	1
Q6IPE9	MARK4	2
Q6IPH7	NA	1
Q6IPM2	IQCE	2
Q6IPR1	ETFRF1	3
Q6IPR3	TYW3	2
Q6IPU0	CENPP	3
Q6IQ08	KLHL32	1
Q6IQ16	SPOPL	1
Q6IQ22	RAB12	1
Q6IQ23	PLEKHA7	3
Q6IQ26	DENND5A	1
Q6IQ43	PTPN9	1
Q6IQ49	SDE2	1
Q6IQ55	TTBK2	4
Q6IS01	DLGAP1	1
Q6ISB3	GRHL2	2
Q6ISP9	CELA2B	1
Q6ISS4	LAIR2	2
Q6ISU1	PTCRA	2
Q6IT96	HDAC1	1
Q6IV72	ZNF425	1
Q6J9G0	STYK1	3
Q6JBY9	RCSD1	1
Q6JEL2	KLHL10	5
Q6K0P9	PYHIN1	2
Q6KB66	KRT80	2
Q6KC79	NIPBL	2
Q6KCM7	SLC25A25	1
Q6KF10	GDF6	1
Q6L8G4	KRTAP5-11	1
Q6L8G8	KRTAP5-7	1
Q6L8G9	KRTAP5-6	3
Q6L8H1	KRTAP5-4	1
Q6L8H2	KRTAP5-3	1
Q6L9T8	FAM72D	1
Q6LC83	NA	1
Q6MZP7	LIN54	3
Q6MZQ0	PRR5L	2
Q6MZW2	FSTL4	1
Q6MZZ7	CAPN13	1
Q6N021	TET2	5
Q6N063	OGFOD2	1
Q6N074	NA	1
Q6N075	MFSD5	4
Q6NS38	ALKBH2	2
Q6NSB6	MKRN3	1
Q6NSH1	NA	1
Q6NSH3	NA	2
Q6NSI1	ANKRD26P1	1
Q6NSI4	RADX	3
Q6NSJ0	MYORG	1
Q6NSJ2	PHLDB3	1
Q6NSJ5	LRRC8E	6
Q6NSK7	RIN3	1
Q6NSM0	NR1D2	3
Q6NSW7	NANOGP8	1
Q6NSX1	CCDC70	2
Q6NSZ9	ZSCAN25	1
Q6NT04	TIGD7	2
Q6NT52	CGB2	1
Q6NT55	CYP4F22	1
Q6NT76	HMBOX1	4
Q6NTE8	MRNIP	1
Q6NUJ2	C11orf87	2
Q6NUJ5	PWWP2B	2
Q6NUL7	SPTLC1	1
Q6NUN0	ACSM5	1
Q6NUN7	JHY	1
Q6NUN9	ZNF746	1
Q6NUP5	AGTR1	1
Q6NUP7	PPP4R4	2
Q6NUQ1	RINT1	4
Q6NUS6	TCTN3	2
Q6NUT2	DPY19L2	1
Q6NUT3	MFSD12	1
Q6NVH7	SWSAP1	3
Q6NVH9	NA	1
Q6NVU6	UFSP1	1
Q6NVV7	CDPF1	2
Q6NVY1	HIBCH	2
Q6NW29	RWDD4	1
Q6NWY9	PRPF40B	2
Q6NX45	ZNF774	2
Q6NX49	ZNF544	3
Q6NXE6	ARMC6	2
Q6NXG1	ESRP1	2
Q6NXP0	EFCAB12	1
Q6NXP2	GARIN1A	1
Q6NXP6	NOXRED1	1
Q6NXQ0	NA	1
Q6NXR0	IRGC	2
Q6NXR4	TTI2	3
Q6NXR8	NA	1
Q6NXS1	PPP1R2B	2
Q6NXT2	H3-5	2
Q6NXT4	SLC30A6	1
Q6NYC1	JMJD6	6
Q6NYC8	PPP1R18	5
Q6NZ36	FAAP20	3
Q6NZ44	NA	1
Q6NZ55	NA	1
Q6NZ63	STEAP1B	2
Q6NZ67	MZT2B	2
Q6NZI2	CAVIN1	4
Q6NZY4	ZCCHC8	2
Q6P047	C8orf74	3
Q6P087	RPUSD3	3
Q6P088	ZNF483	2
Q6P0A1	FAM180B	1
Q6P0N0	MIS18BP1	2
Q6P0Q8	MAST2	4
Q6P158	DHX57	4
Q6P1J6	PLB1	1
Q6P1J9	CDC73	13
Q6P1K1	SLC48A1	3
Q6P1K2	PMF1	4
Q6P1K8	GTF2H2C_2	3
Q6P1L5	FAM117B	3
Q6P1L6	ZNF343	1
Q6P1M3	LLGL2	3
Q6P1M9	ARMCX5	2
Q6P1Q0	LETMD1	4
Q6P1R4	DUS1L	2
Q6P1W5	C1orf94	5
Q6P1X5	TAF2	2
Q6P2C6	MLLT6	2
Q6P2C8	MED27	1
Q6P2D0	ZFP1	1
Q6P2D8	XRRA1	1
Q6P2E9	EDC4	4
Q6P2H3	CEP85	2
Q6P2H7	NA	1
Q6P2H8	TMEM53	1
Q6P2P2	PRMT9	1
Q6P2Q9	PRPF8	3
Q6P387	C16orf46	1
Q6P3S1	DENND1B	2
Q6P3S6	FBXO42	1
Q6P3W7	SCYL2	3
Q6P3X3	TTC27	1
Q6P444	MTFR2	2
Q6P499	NIPAL3	3
Q6P4A2	NA	1
Q6P4E2	LARP4	1
Q6P4F2	FDX2	2
Q6P4F7	ARHGAP11A	1
Q6P4H8	ATPSCKMT	1
Q6P4J0	NA	1
Q6P4R8	NFRKB	2
Q6P582	MZT2A	1
Q6P587	FAHD1	1
Q6P589	TNFAIP8L2	3
Q6P597	KLC3	3
Q6P5R6	RPL22L1	2
Q6P5S2	C6orf58	1
Q6P5T0	AQP7	1
Q6P5W5	SLC39A4	1
Q6P5X5	C22orf39	2
Q6P5Z2	PKN3	4
Q6P602	NA	1
Q6P6B1	ERICH5	1
Q6P988	NOTUM	1
Q6P995	FAM171B	1
Q6P9A3	ZNF549	1
Q6P9B6	MEAK7	2
Q6P9B9	INTS5	2
Q6P9E2	RECK	2
Q6P9F0	CCDC62	1
Q6P9F7	LRRC8B	3
Q6P9G8	FAM184A	1
Q6P9H4	CNKSR3	3
Q6PB30	CSAG1	1
Q6PCB5	RSBN1L	1
Q6PCD5	RFWD3	4
Q6PCT2	FBXL19	4
Q6PD62	CTR9	5
Q6PD74	AAGAB	3
Q6PEW1	ZCCHC12	4
Q6PEX3	KRTAP26-1	2
Q6PEY0	GJB7	1
Q6PEY2	TUBA3E	4
Q6PF04	ZNF613	1
Q6PF05	TTC23L	2
Q6PF06	TRMT10B	2
Q6PF11	NA	1
Q6PF15	KLHL35	3
Q6PF18	MORN3	4
Q6PG48	NA	2
Q6PGN9	PSRC1	1
Q6PGP7	SKIC3	1
Q6PGQ1	DRICH1	2
Q6PGQ7	BORA	3
Q6PH81	C16orf87	4
Q6PH85	DCUN1D2	1
Q6PHR2	ULK3	3
Q6PHW0	IYD	3
Q6PI25	CNIH2	1
Q6PI26	SHQ1	2
Q6PI47	KCTD18	1
Q6PI48	DARS2	1
Q6PI78	TMEM65	2
Q6PIA0	NA	1
Q6PID6	TTC33	2
Q6PID8	KLHDC10	2
Q6PIF2	SYCE2	1
Q6PIF6	MYO7B	1
Q6PIJ6	FBXO38	1
Q6PIK1	NA	1
Q6PIL6	KCNIP4	3
Q6PIM4	NA	1
Q6PIQ7	NA	1
Q6PIS1	SLC23A3	1
Q6PIU2	NCEH1	1
Q6PIV2	FOXR1	4
Q6PIW4	FIGNL1	2
Q6PIY2	POLM	3
Q6PIY5	ARMH1	1
Q6PIY7	TENT2	2
Q6PJ05	NA	1
Q6PJ21	SPSB3	3
Q6PJ22	NADK	1
Q6PJ61	FBXO46	2
Q6PJ69	TRIM65	1
Q6PJE2	POMZP3	1
Q6PJG2	MIDEAS	1
Q6PJG3	LATS1	1
Q6PJG9	LRFN4	4
Q6PJH3	AKAP9	1
Q6PJI1	KIF9	1
Q6PJI9	WDR59	2
Q6PJQ5	FOXR2	2
Q6PJR7	NA	1
Q6PJT7	ZC3H14	2
Q6PK18	OGFOD3	1
Q6PK50	HSP90AB1	1
Q6PKC0	GMPR2	1
Q6PKC3	TXNDC11	1
Q6PKC8	NA	1
Q6PKG0	LARP1	2
Q6PKH6	DHRS4L2	1
Q6PKX4	DOK6	4
Q6PL18	ATAD2	2
Q6PL24	TMED8	1
Q6PL45	BRICD5	2
Q6PP77	XKRX	1
Q6PRD1	GPR179	1
Q6PUV4	CPLX2	1
Q6Q0C0	TRAF7	2
Q6Q6R5	CRIP3	1
Q6Q788	APOA5	2
Q6QAJ8	TMEM220	2
Q6QEF8	CORO6	2
Q6QHK4	FIGLA	1
Q6QNY0	BLOC1S3	1
Q6QNY1	BLOC1S2	3
Q6R327	RICTOR	14
Q6R6M4	USP17L2	1
Q6RFH5	WDR74	1
Q6RFH8	NA	1
Q6RSH7	VHLL	2
Q6RVD6	SPATA8	4
Q6RW13	AGTRAP	4
Q6S5L8	SHC4	1
Q6SA08	TSSK4	1
Q6SPF0	SAMD1	1
Q6STE5	SMARCD3	3
Q6SZW1	SARM1	2
Q6T424	NA	1
Q6T4P5	PLPPR3	1
Q6TCH4	PAQR6	1
Q6TDU7	DNAI7	1
Q6TGC4	PADI6	1
Q6UB28	METAP1D	1
Q6UN15	FIP1L1	2
Q6URK8	TEPP	1
Q6UUV7	CRTC3	1
Q6UVJ0	SASS6	5
Q6UVK1	CSPG4	1
Q6UVW9	CLEC2A	2
Q6UVY6	MOXD1	4
Q6UW02	CYP20A1	1
Q6UW10	SFTA2	1
Q6UW32	IGFL1	1
Q6UW56	ATRAID	3
Q6UW68	TMEM205	1
Q6UW88	EPGN	2
Q6UWB1	IL27RA	1
Q6UWD8	C16orf54	1
Q6UWE0	LRSAM1	5
Q6UWE3	CLPSL2	1
Q6UWF3	SCIMP	2
Q6UWH4	GASK1B	1
Q6UWI2	PARM1	1
Q6UWI4	SHISA2	1
Q6UWJ1	TMCO3	1
Q6UWJ8	CD164L2	1
Q6UWL6	KIRREL2	3
Q6UWM9	UGT2A3	1
Q6UWN0	LYPD4	1
Q6UWN5	LYPD5	1
Q6UWP2	DHRS11	1
Q6UWP7	LCLAT1	2
Q6UWQ5	LYZL1	2
Q6UWR7	ENPP6	1
Q6UWT4	C5orf46	2
Q6UWU4	C6orf89	1
Q6UWV2	MPZL3	1
Q6UWV6	ENPP7	2
Q6UWW0	LCN15	2
Q6UWW8	CES3	1
Q6UWW9	TMEM207	1
Q6UWZ7	ABRAXAS1	4
Q6UX01	LMBR1L	1
Q6UX04	CWC27	1
Q6UX06	OLFM4	4
Q6UX07	DHRS13	1
Q6UX27	VSTM1	1
Q6UX34	SNORC	1
Q6UX39	AMTN	1
Q6UX40	TMEM107	3
Q6UX41	BTNL8	3
Q6UX46	ALKAL2	1
Q6UX71	PLXDC2	2
Q6UX72	B3GNT9	1
Q6UX98	ZDHHC24	2
Q6UXA7	C6orf15	1
Q6UXB2	CXCL17	1
Q6UXB4	CLEC4G	2
Q6UXD7	SLC49A3	1
Q6UXE8	BTNL3	2
Q6UXF1	TMEM108	2
Q6UXG2	ELAPOR1	1
Q6UXG3	CD300LG	2
Q6UXH0	ANGPTL8	1
Q6UXH1	CRELD2	1
Q6UXH8	CCBE1	2
Q6UXI7	VIT	1
Q6UXK5	LRRN1	2
Q6UXL0	IL20RB	2
Q6UXM1	LRIG3	2
Q6UXN7	TOMM20L	2
Q6UXN9	WDR82	2
Q6UXP7	FAM151B	1
Q6UXT8	ALKAL1	1
Q6UXT9	ABHD15	2
Q6UXU6	TMEM92	1
Q6UXV0	GFRAL	1
Q6UXV4	APOOL	1
Q6UXX9	RSPO2	2
Q6UXZ3	CD300LD	3
Q6UY01	LRRC31	2
Q6UY11	DLK2	1
Q6UY14	ADAMTSL4	2
Q6V9R5	ZNF562	1
Q6VAB6	KSR2	6
Q6VB84	FOXD4L3	1
Q6VEQ5	NA	1
Q6VMQ6	ATF7IP	4
Q6VN20	RANBP10	2
Q6VVB1	NHLRC1	3
Q6VY07	PACS1	2
Q6W0C5	DPPA3	1
Q6W2J9	BCOR	5
Q6W5P4	NPSR1	1
Q6WCQ1	MPRIP	2
Q6WKZ4	RAB11FIP1	1
Q6WN34	CHRDL2	1
Q6X4W1	NSMF	2
Q6X784	ZPBP2	1
Q6XD76	ASCL4	2
Q6XE24	RBMS3	1
Q6XE38	SCGB1D4	1
Q6XPS3	TPTE2	2
Q6XQN6	NAPRT	2
Q6XR72	SLC30A10	1
Q6XUX3	DSTYK	1
Q6XZF7	DNMBP	2
Q6Y1H2	HACD2	3
Q6Y2X3	DNAJC14	1
Q6Y7W6	GIGYF2	2
Q6YHU6	THADA	3
Q6YN16	HSDL2	1
Q6YP21	KYAT3	1
Q6ZMB5	TMEM184A	1
Q6ZMD2	SPNS3	2
Q6ZMH5	SLC39A5	1
Q6ZMI0	PPP1R21	2
Q6ZMJ2	SCARA5	1
Q6ZMJ4	IL34	2
Q6ZMK1	ZFTRAF1	2
Q6ZMM2	ADAMTSL5	3
Q6ZMN8	CCNI2	1
Q6ZMP0	THSD4	1
Q6ZMQ8	AATK	5
Q6ZMR5	TMPRSS11A	1
Q6ZMS7	ZNF783	2
Q6ZMT1	STAC2	1
Q6ZMU5	TRIM72	2
Q6ZMV9	KIF6	2
Q6ZMY6	WDR88	1
Q6ZMY9	ZNF517	1
Q6ZMZ0	RNF19B	3
Q6ZN16	MAP3K15	2
Q6ZN18	AEBP2	4
Q6ZN32	ETV3L	1
Q6ZN54	DEF8	2
Q6ZN55	ZNF574	2
Q6ZN57	ZFP2	3
Q6ZN66	GBP6	1
Q6ZN84	CCDC81	1
Q6ZN96	NA	2
Q6ZNA4	RNF111	7
Q6ZNB7	AGMO	1
Q6ZNC4	ZNF704	1
Q6ZNC8	MBOAT1	1
Q6ZNE5	ATG14	7
Q6ZNE9	RUFY4	2
Q6ZNF0	ACP7	1
Q6ZNG1	ZNF600	1
Q6ZNH5	ZNF497	2
Q6ZNJ1	NBEAL2	1
Q6ZNJ8	NA	1
Q6ZNK6	TIFAB	2
Q6ZNL6	FGD5	2
Q6ZNX1	SHLD3	1
Q6ZP29	SLC66A1	1
Q6ZP80	TMEM182	3
Q6ZP82	CCDC141	2
Q6ZPD8	DGAT2L6	1
Q6ZQN5	FOXI2	1
Q6ZQR2	CFAP77	1
Q6ZQW0	IDO2	2
Q6ZR37	PLEKHG7	2
Q6ZR52	ZNF493	1
Q6ZRI6	C15orf39	1
Q6ZRI8	ARHGAP36	2
Q6ZRP7	QSOX2	1
Q6ZRQ5	MMS22L	2
Q6ZRS2	SRCAP	1
Q6ZRT6	PRR23B	1
Q6ZRV2	FAM83H	2
Q6ZRV7	SON	1
Q6ZRY4	RBPMS2	1
Q6ZS10	CLEC17A	1
Q6ZS27	ZNF662	3
Q6ZSB9	ZBTB49	3
Q6ZSC3	RBM43	1
Q6ZSG1	RNF165	1
Q6ZSG2	INSYN2A	2
Q6ZSJ9	SHISA6	1
Q6ZSM3	SLC16A12	1
Q6ZSS3	ZNF621	1
Q6ZSS7	MFSD6	1
Q6ZSZ5	ARHGEF18	1
Q6ZT07	TBC1D9	2
Q6ZT12	UBR3	1
Q6ZT21	TMPPE	1
Q6ZT89	SLC25A48	3
Q6ZT98	TTLL7	2
Q6ZTI6	ZNF664-RFLNA	1
Q6ZTN6	ANKRD13D	1
Q6ZTQ3	RASSF6	3
Q6ZTR5	CFAP47	1
Q6ZU15	SEPTIN14	2
Q6ZU64	CFAP65	1
Q6ZU65	UBN2	1
Q6ZU80	CEP128	1
Q6ZUC8	NA	1
Q6ZUH1	NA	1
Q6ZUI0	TPRG1	1
Q6ZUJ4	C3orf62	2
Q6ZUJ8	PIK3AP1	1
Q6ZUS5	CCDC121	4
Q6ZUS6	CCDC149	2
Q6ZUT1	NKAPD1	4
Q6ZUT3	FRMD7	1
Q6ZUX7	LHFPL2	1
Q6ZV65	FAM47E	1
Q6ZV73	FGD6	1
Q6ZV77	LINC02908	1
Q6ZV89	SH2D5	2
Q6ZVD7	STOX1	2
Q6ZVD8	PHLPP2	5
Q6ZVE7	GOLT1A	1
Q6ZVH7	ESPNL	1
Q6ZVK8	NUDT18	2
Q6ZVM7	TOM1L2	1
Q6ZVN8	HJV	3
Q6ZVT0	TTLL10	3
Q6ZVW3	NA	1
Q6ZVX7	NCCRP1	1
Q6ZW31	SYDE1	2
Q6ZW49	PAXIP1	8
Q6ZW61	BBS12	4
Q6ZW76	ANKS3	1
Q6ZWB6	KCTD8	1
Q6ZWH5	NEK10	1
Q6ZWI9	RFPL4B	1
Q6ZWK4	RHEX	1
Q6ZWL3	CYP4V2	1
Q6ZYL4	GTF2H5	5
Q701N4	KRTAP5-2	1
Q702N8	XIRP1	1
Q709F0	ACAD11	1
Q70CQ1	USP49	3
Q70CQ3	USP30	2
Q70E73	RAPH1	1
Q70EK8	USP53	3
Q70EL1	USP54	1
Q70EL2	USP45	1
Q70EL3	USP50	1
Q70EL4	USP43	2
Q70IA6	MOB2	1
Q70IA8	MOB3C	2
Q70J99	UNC13D	2
Q70JA7	CHSY3	1
Q70UQ0	IKBIP	3
Q70YC5	ZNF365	2
Q70Z35	PREX2	1
Q70Z44	HTR3D	2
Q70Z53	FRA10AC1	2
Q711Q0	C10orf71	1
Q712K3	UBE2R2	4
Q719H9	KCTD1	3
Q719I0	AHSA2P	1
Q71DI3	H3C13	5
Q71F23	CENPU	5
Q71RC2	LARP4	3
Q71RC9	SMIM5	1
Q71RG4	TMUB2	3
Q71RS6	SLC24A5	2
Q71SY5	MED25	4
Q71U36	TUBA1A	6
Q71UM5	RPS27L	1
Q75KN0	NA	1
Q75MR5	TOMM7	1
Q75MZ5	FOXP2	2
Q75QN2	INTS8	1
Q75WM6	H1-7	1
Q765P7	MTSS2	1
Q76B58	BRINP3	1
Q76FK4	NOL8	1
Q76GR4	NA	1
Q76I76	SSH2	1
Q76KX8	ZNF534	1
Q76L83	ASXL2	3
Q76LX8	ADAMTS13	1
Q76MJ5	ERN2	1
Q76MU0	NA	1
Q76N32	CEP68	1
Q76N89	HECW1	3
Q7KYR7	BTN2A1	1
Q7KZ85	SUPT6H	1
Q7KZF4	SND1	4
Q7KZI7	MARK2	10
Q7KZN9	COX15	1
Q7KZQ1	NA	1
Q7KZS0	NA	2
Q7L014	DDX46	1
Q7L099	RUFY3	1
Q7L0Q8	RHOU	4
Q7L0R7	RNF44	1
Q7L0X0	TRIL	2
Q7L0X2	ERICH6	1
Q7L0Y3	TRMT10C	3
Q7L190	DPPA4	6
Q7L1H2	NA	1
Q7L1Q6	BZW1	2
Q7L1S5	CHST9	1
Q7L1V2	MON1B	1
Q7L1W4	LRRC8D	1
Q7L273	KCTD9	5
Q7L2E3	DHX30	2
Q7L2H7	EIF3M	4
Q7L2J0	MEPCE	1
Q7L2K0	TEDC2	3
Q7L2R6	ZNF765	2
Q7L2V5	NA	1
Q7L2Z9	CENPQ	3
Q7L3B6	CDC37L1	1
Q7L3V2	RTL10	2
Q7L4E1	MIGA2	2
Q7L4I2	RSRC2	3
Q7L4M3	KRT8	2
Q7L4P6	BEND5	2
Q7L523	RRAGA	5
Q7L576	CYFIP1	7
Q7L590	MCM10	9
Q7L591	DOK3	4
Q7L592	NDUFAF7	2
Q7L5A3	FAM214B	3
Q7L5A8	FA2H	1
Q7L5D6	GET4	3
Q7L5N1	COPS6	8
Q7L5N7	LPCAT2	2
Q7L5Y6	DET1	3
Q7L5Y9	MAEA	1
Q7L622	G2E3	3
Q7L775	EPM2AIP1	3
Q7L7L0	H2AC25	2
Q7L7V1	DHX32	2
Q7L7W2	NA	1
Q7L804	RAB11FIP2	4
Q7L8A9	VASH1	2
Q7L8J4	SH3BP5L	1
Q7L8L6	FASTKD5	2
Q7L8S5	OTUD6A	1
Q7L8W6	DPH6	1
Q7L945	ZNF627	2
Q7L985	LINGO2	1
Q7L9B9	EEPD1	1
Q7L9D0	NA	1
Q7L9L4	MOB1B	5
Q7LAP4	VEGFB	1
Q7LBC6	KDM3B	3
Q7LBE3	SLC26A9	1
Q7LBR1	CHMP1B	5
Q7LC44	ARC	1
Q7LDG7	RASGRP2	1
Q7LFX5	CHST15	3
Q7LG56	RRM2B	4
Q7LGA3	HS2ST1	1
Q7RTN6	STRADA	2
Q7RTP6	MICAL3	1
Q7RTR2	NLRC3	1
Q7RTS1	BHLHA15	2
Q7RTS5	OTOP3	1
Q7RTS6	OTOP2	1
Q7RTS7	KRT74	1
Q7RTS9	DYM	1
Q7RTT5	SSX7	1
Q7RTU0	TCF24	1
Q7RTU1	TCF23	1
Q7RTU3	OLIG3	2
Q7RTU4	BHLHA9	1
Q7RTU7	SCX	1
Q7RTV0	PHF5A	2
Q7RTV2	GSTA5	1
Q7RTX7	CATSPER4	1
Q7RTX9	SLC16A14	1
Q7RTY0	SLC16A13	1
Q7RTY3	PRSS45P	1
Q7RTY5	PRSS48	1
Q7YNW6	NA	1
Q7YQB1	NA	1
Q7Z2E3	APTX	9
Q7Z2E30	NA	1
Q7Z2F6	KRBOX5	1
Q7Z2H8	SLC36A1	1
Q7Z2K6	ERMP1	1
Q7Z2T5	TRMT1L	1
Q7Z2W4	ZC3HAV1	6
Q7Z2W7	TRPM8	1
Q7Z2W9	MRPL21	1
Q7Z2X4	PID1	2
Q7Z2X7	PAGE2	1
Q7Z304	MAMDC2	1
Q7Z333	SETX	4
Q7Z353	HDX	1
Q7Z398	ZNF550	2
Q7Z3B1	NEGR1	2
Q7Z3B3	KANSL1	5
Q7Z3B4	NUP54	5
Q7Z3C6	ATG9A	6
Q7Z3D6	DGLUCY	2
Q7Z3E5	ARMC9	2
Q7Z3H4	SAMD7	2
Q7Z3I7	ZNF572	3
Q7Z3J2	VPS35L	1
Q7Z3K3	POGZ	6
Q7Z3Q1	SLC46A3	1
Q7Z3S9	NOTCH2NLA	1
Q7Z3T8	ZFYVE16	1
Q7Z3V5	ZNF571	1
Q7Z3Y7	KRT28	1
Q7Z3Y8	KRT27	1
Q7Z3Y9	KRT26	1
Q7Z3Z2	RD3	4
Q7Z3Z4	PIWIL4	3
Q7Z401	DENND4A	1
Q7Z402	TMC7	1
Q7Z403	TMC6	1
Q7Z406	MYH14	1
Q7Z408	CSMD2	1
Q7Z412	PEX26	5
Q7Z417	NUFIP2	4
Q7Z419	RNF144B	2
Q7Z422	SZRD1	1
Q7Z429	GRINA	1
Q7Z434	MAVS	28
Q7Z443	PKD1L3	1
Q7Z460	CLASP1	3
Q7Z478	DHX29	1
Q7Z479	CAPN7	1
Q7Z494	NPHP3	4
Q7Z4F1	LRP10	1
Q7Z4G1	COMMD6	6
Q7Z4G2	NA	1
Q7Z4G4	TRMT11	3
Q7Z4H3	HDDC2	1
Q7Z4H7	HAUS6	2
Q7Z4H8	POGLUT3	1
Q7Z4I7	LIMS2	2
Q7Z4K8	TRIM46	2
Q7Z4L5	TTC21B	2
Q7Z4N2	TRPM1	1
Q7Z4N8	P4HA3	3
Q7Z4S6	KIF21A	4
Q7Z4T9	CFAP91	2
Q7Z4U5	C6orf201	2
Q7Z4V0	ZNF438	1
Q7Z4W1	DCXR	2
Q7Z4W2	LYZL2	1
Q7Z4W3	KRTAP19-3	1
Q7Z511	NA	1
Q7Z569	BRAP	3
Q7Z589	EMSY	3
Q7Z5A8	TAFA3	1
Q7Z5A9	TAFA1	2
Q7Z5B4	RIC3	2
Q7Z5G4	GOLGA7	2
Q7Z5H3	ARHGAP22	3
Q7Z5J4	RAI1	1
Q7Z5K2	WAPL	6
Q7Z5L4	SPATA19	1
Q7Z5L7	PODN	2
Q7Z5M8	ABHD12B	1
Q7Z5P4	HSD17B13	1
Q7Z5R6	APBB1IP	2
Q7Z5S9	TMEM144	1
Q7Z5U6	WDR53	1
Q7Z5V6	PPP1R32	2
Q7Z5W3	BCDIN3D	1
Q7Z602	GPR141	1
Q7Z614	SNX20	3
Q7Z624	CAMKMT	1
Q7Z628	NET1	1
Q7Z695	ADCK2	2
Q7Z698	SPRED2	4
Q7Z699	SPRED1	4
Q7Z6A9	BTLA	1
Q7Z6B0	CCDC91	2
Q7Z6B7	SRGAP1	1
Q7Z6E9	RBBP6	2
Q7Z6G3	NECAB2	7
Q7Z6G8	ANKS1B	2
Q7Z6I6	ARHGAP30	1
Q7Z6I8	C5orf24	3
Q7Z6J0	SH3RF1	2
Q7Z6J4	FGD2	3
Q7Z6J6	FRMD5	3
Q7Z6J8	UBE3D	3
Q7Z6J9	TSEN54	2
Q7Z6K4	NRARP	2
Q7Z6K5	ARPIN	3
Q7Z6L0	PRRT2	2
Q7Z6L1	TECPR1	1
Q7Z6M1	RABEPK	1
Q7Z6M2	FBXO33	1
Q7Z6M3	MILR1	1
Q7Z6M4	MTERF4	2
Q7Z6N9	NA	2
Q7Z6R9	TFAP2D	1
Q7Z6V5	ADAT2	3
Q7Z6Z6	PNPLA5	2
Q7Z6Z7	HUWE1	5
Q7Z713	ANKRD37	1
Q7Z739	YTHDF3	2
Q7Z769	SLC35E3	1
Q7Z783	NA	3
Q7Z790	NA	1
Q7Z794	KRT77	1
Q7Z7A1	CNTRL	1
Q7Z7A3	CTU1	2
Q7Z7A4	PXK	2
Q7Z7B7	DEFB132	1
Q7Z7B8	DEFB128	1
Q7Z7C7	STRA8	1
Q7Z7C8	TAF8	2
Q7Z7D3	VTCN1	1
Q7Z7E8	UBE2Q1	3
Q7Z7F0	KHDC4	4
Q7Z7G1	CLNK	2
Q7Z7G2	CPLX4	1
Q7Z7H3	CATIP	2
Q7Z7H8	MRPL10	2
Q7Z7J5	DPPA2	1
Q7Z7J7	LHFPL4	1
Q7Z7K0	CMC1	1
Q7Z7K2	ZNF467	1
Q7Z7L1	SLFN11	1
Q7Z7L7	ZER1	1
Q7Z7M9	GALNT5	1
Q7Z7N5	JOSD2	1
Q7Z7N9	TMEM179B	1
Q86SE5	RALYL	4
Q86SE8	NPM2	3
Q86SE9	PCGF5	6
Q86SF2	GALNT7	1
Q86SG5	S100A7A	1
Q86SG6	NEK8	8
Q86SG7	LYG2	2
Q86SH2	ZAR1	1
Q86SI9	IRX2-DT	1
Q86SQ0	PHLDB2	1
Q86SQ7	SDCCAG8	4
Q86SQ9	DHDDS	2
Q86SU0	ILDR1	1
Q86SZ2	TRAPPC6B	2
Q86T03	PIP4P1	2
Q86T13	CLEC14A	1
Q86T24	ZBTB33	1
Q86T26	TMPRSS11B	1
Q86T65	DAAM2	1
Q86T82	USP37	1
Q86TA1	MOB3B	2
Q86TB9	PATL1	4
Q86TD4	SRL	1
Q86TG1	TMEM150A	3
